"FIPS","GeoName","LandingPageLink","DownloadLink"
"18045","Fountain","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2041","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18047","Franklin","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2042","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18049","Fulton","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2043","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18051","Gibson","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2044","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18053","Grant","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2045","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18055","Greene","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2046","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18057","Hamilton","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2047","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18059","Hancock","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2048","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18061","Harrison","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2049","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18063","Hendricks","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2050","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18065","Henry","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2051","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18067","Howard","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2052","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18069","Huntington","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2053","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18071","Jackson","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2054","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18073","Jasper","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2055","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18075","Jay","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2056","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18077","Jefferson","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2057","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18079","Jennings","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2058","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18081","Johnson","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2059","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18083","Knox","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2060","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18085","Kosciusko","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2061","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18087","LaGrange","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2062","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18089","Lake","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2063","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18091","LaPorte","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2064","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18093","Lawrence","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2065","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18095","Madison","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2066","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18097","Marion","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2067","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18099","Marshall","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2068","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18101","Martin","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2069","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18103","Miami","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2070","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18105","Monroe","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2071","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18107","Montgomery","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2072","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18109","Morgan","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2073","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18111","Newton","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2074","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18113","Noble","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2075","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18115","Ohio","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2076","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18117","Orange","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2077","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18119","Owen","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2078","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18121","Parke","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2079","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18123","Perry","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2080","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18125","Pike","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2081","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18127","Porter","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2082","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18129","Posey","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2083","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18131","Pulaski","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2084","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18133","Putnam","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2085","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18135","Randolph","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2086","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18137","Ripley","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2087","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18139","Rush","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2088","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18141","St. Joseph","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2089","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18143","Scott","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2090","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18145","Shelby","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2091","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18147","Spencer","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2092","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18149","Starke","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2093","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18151","Steuben","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2094","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18153","Sullivan","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2095","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18155","Switzerland","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2096","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18157","Tippecanoe","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2097","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18159","Tipton","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2098","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18161","Union","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2099","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18163","Vanderburgh","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2100","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18165","Vermillion","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2101","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18167","Vigo","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2102","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18169","Wabash","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2103","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18171","Warren","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2104","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18173","Warrick","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2105","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18175","Washington","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2106","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18177","Wayne","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2107","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18179","Wells","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2108","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18181","White","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2109","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"18183","Whitley","https://gis-indianamap.opendata.arcgis.com/datasets/land-parcels-igio-2110","http://maps.indiana.edu/download/Reference/Land_Parcels_County_IGIO.zip"
"23001","Androscoggin","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23003","Aroostook","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23005","Cumberland","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23007","Franklin","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23009","Hancock","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23011","Kennebec","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23013","Knox","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23015","Lincoln","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23017","Oxford","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23019","Penobscot","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23021","Piscataquis","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23023","Sagadahoc","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23025","Somerset","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23027","Waldo","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23029","Washington","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"23031","York","https://geolibrary-maine.opendata.arcgis.com/datasets/maine-parcels-organized-towns","https://opendata.arcgis.com/datasets/116ae7e9c9c745bc8514a0b03ca0f404_0.zip?outSR=%7B%22latestWkid%22%3A26919%2C%22wkid%22%3A26919%7D"
"24001","Allegany","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/3786q15l1e7isma/ALLE_MPV15.zip"
"24003","Anne Arundel","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/y8lee4zjeiuwvf5/ANNE_MPV15.zip"
"24005","Baltimore","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/e5en32lztsa0icn/BACO_MPV15.zip"
"24009","Calvert","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/rm2gt9unuc8b08b/CALV_MPV15.zip"
"24011","Caroline","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/1wok2whmnz7s8o3/CARO_MPV15.zip"
"24013","Carroll","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/f2crrtfl1jyuufo/CARR_MPV15.zip"
"24015","Cecil","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/ehg8hrtnha4vwwi/CECI_MPV15.zip"
"24017","Charles","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/rt5jn7c5ey68td4/CHAR_MPV15.zip"
"24019","Dorchester","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/za2ore7dddb8flp/DORC_MPV15.zip"
"24021","Frederick","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/5jtipg2v268vdfs/FRED_MPV15.zip"
"24023","Garrett","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/qu3myl6ro0pv9s0/GARR_MPV15.zip"
"24025","Harford","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/6mukylvf1szvfhs/HARF_MPV15.zip"
"24027","Howard","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/27mr99e0s9d4bws/HOWA_MPV15.zip"
"24029","Kent","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/gg6ivetkz49ocug/KENT_MPV15.zip"
"24031","Montgomery","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/vsxa0mr4i9uaeg3/MONT_MPV15.zip"
"24033","Prince George's","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/tni6l4w4n25jd2m/PRIN_MPV15.zip"
"24035","Queen Anne's","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/gnufzqbllhqgps6/QUEE_MPV15.zip"
"24037","St. Mary's","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/14eh3xmn7zrjz0h/STMA_MPV15.zip"
"24039","Somerset","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/bmz0bju5votf78a/SOME_MPV15.zip"
"24041","Talbot","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/abhx24cdwqrxr14/TALB_MPV15.zip"
"24043","Washington","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/ynul95irlak10mo/WASH_MPV15.zip"
"24045","Wicomico","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/icxi9d2ajmu2oya/WICO_MPV15.zip"
"24047","Worcester","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/fynx97z52du7afu/WORC_MPV15.zip"
"24510","Baltimore","https://planning.maryland.gov/Pages/OurProducts/DownloadFiles.aspx","https://www.dropbox.com/s/tgf2zzvgqxw7l68/BACI_MPV15.zip"
"25001","Barnstable","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25003","Berkshire","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25005","Bristol","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25007","Dukes","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25009","Essex","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25011","Franklin","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25013","Hampden","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25015","Hampshire","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25017","Middlesex","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25019","Nantucket","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25021","Norfolk","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25023","Plymouth","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"25025","Suffolk","http://bostonopendata-boston.opendata.arcgis.com/datasets/parcels-2016-data-full","https://opendata.arcgis.com/datasets/f3d274161b4a47aa9acf48d0d04cd5d4_0.zip"
"25027","Worcester","https://docs.digital.mass.gov/dataset/massgis-data-standardized-assessors-parcels","http://download.massgis.digital.mass.gov/shapefiles/l3parcels/Statewide_parcels_SHP.zip"
"27003","Anoka","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2019","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"27019","Carver","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2020","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"27037","Dakota","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2021","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"27053","Hennepin","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2022","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"27123","Ramsey","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2023","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"27139","Scott","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2024","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"27163","Washington","https://gisdata.mn.gov/dataset/us-mn-state-metrogis-plan-regonal-parcels-2025","https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metrogis/plan_regonal_parcels_2019/shp_plan_regonal_parcels_2019.zip"
"30001","Beaverhead","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30003","Big Horn","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30005","Blaine","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30007","Broadwater","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30009","Carbon","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30011","Carter","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30013","Cascade","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30015","Chouteau","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30017","Custer","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30019","Daniels","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30021","Dawson","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30023","Deer Lodge","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30025","Fallon","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30027","Fergus","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30029","Flathead","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
"30031","Gallatin","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/","ftp://ftp.geoinfo.msl.mt.gov/Data/Spatial/MSDI/Cadastral/MTCadastral_SHP.zip"
